,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,logq
WBGene00007625,4718.75178907413,0.254314487359951,0.034305668660446,7.41319138469883,1.23295754835467e-13,7.89480421680117e-13,C16C10.4,12.1026586355882
WBGene00019077,5698.43313323944,0.240992012096135,0.0325113374028566,7.412553015274,1.23890903186682e-13,7.92954387996965e-13,zipt-11,12.1007517932763
WBGene00010195,1845.83013978212,0.34935706935204,0.047133231146686,7.41211796544959,1.24298114415784e-13,7.95223038450384e-13,pot-2,12.0995110464592
WBGene00007384,310.588029075439,-0.844452047874255,0.113987440500408,-7.40829028327235,1.27938026526224e-13,8.18162865434778e-13,swt-3,12.0871602360363
WBGene00018960,5641.15421911485,0.228298687708607,0.0308258704359172,7.40607432913237,1.30092936612741e-13,8.31590684293402e-13,ilcr-2,12.080090384399
WBGene00013987,748.571010270674,-0.510571904856978,0.0689443284486912,-7.40556788854574,1.30590411066298e-13,8.34416814752993e-13,ZK512.8,12.0786169528068
WBGene00007336,1142.52708651692,-0.440319411845478,0.0594647299364652,-7.40471557368434,1.31431860043009e-13,8.39437468825538e-13,C05C12.4,12.0760116496814
WBGene00010304,3754.85221031791,0.271154267121852,0.0366210559201558,7.40432683626175,1.31817408573291e-13,8.41543328854391e-13,clpf-1,12.074923518431
WBGene00019912,556.207952651718,-0.623850063746506,0.0842705738865223,-7.40294072978041,1.3320121253211e-13,8.49969448527972e-13,R06B10.1,12.070596684373
WBGene00008331,9002.44610769874,0.202358428304435,0.0273350504149698,7.40289208296523,1.33250036944974e-13,8.49969448527972e-13,ttll-5,12.070596684373
WBGene00007544,79.2670441374387,-1.60419391536998,0.216749935639021,-7.40112752809129,1.35032971482929e-13,8.60977994569454e-13,fipr-6,12.0650079483828
WBGene00013461,4808.98105273831,0.254417444494869,0.0343845041202504,7.39918899528444,1.37018724973144e-13,8.73269869564567e-13,Y67H2A.2,12.0588515240481
WBGene00000289,4137.89068379206,0.29473432011709,0.0398363857751372,7.39862099390153,1.37605978588338e-13,8.7664197601945e-13,cam-1,12.0571777379746
WBGene00012230,6976.59665355372,0.245708944828524,0.0332149326961334,7.39754456456049,1.38725685932395e-13,8.83153082742285e-13,cacn-1,12.0539640107736
WBGene00007912,5643.5632348783,0.224999543348394,0.0304155128587828,7.3975258741502,1.3874520665652e-13,8.83153082742285e-13,C34B7.2,12.0539640107736
WBGene00009994,2711.99430093322,0.293364249011281,0.0396588274973713,7.39719924979443,1.3908677723065e-13,8.84953564034442e-13,F53F4.12,12.0530795173391
WBGene00017011,5743.86312818246,0.250527845964553,0.0338723385077951,7.39623707725107,1.40097787961885e-13,8.91010108839448e-13,eaf-1,12.0501173687035
WBGene00015538,17273.6641366645,0.190042884283497,0.0256998135269726,7.39471841241345,1.41708249710793e-13,9.00642547996657e-13,sams-3,12.045447540025
WBGene00014238,555.805206129375,-0.621985713278091,0.0841124082924345,-7.39469628685018,1.4173184660307e-13,9.00642547996657e-13,ZK1225.4,12.045447540025
WBGene00001996,5147.56296321349,0.283608308291772,0.0383557377317874,7.39415600020465,1.42309261602193e-13,9.03618774083363e-13,hpl-2,12.0440147545156
WBGene00016311,9685.40914488295,0.20210776202702,0.027333483203947,7.39414587299417,1.42320106791873e-13,9.03618774083363e-13,efr-3,12.0440147545156
WBGene00019402,4495.51725637709,0.253348659237235,0.0342773158481522,7.39114638846181,1.45568244826571e-13,9.23852696535118e-13,syf-2,12.0343972692364
WBGene00022880,11564.1490183537,0.198800586795329,0.026901531996645,7.38993551817502,1.46900035748204e-13,9.31912558431261e-13,tbc-2,12.030624835685
WBGene00001414,646.986225391424,-0.577154681193195,0.0781032453411499,-7.38963763505883,1.47229496858157e-13,9.33609678646613e-13,fer-1,12.029834654648
WBGene00020091,14355.7273178132,0.262773176160138,0.0355659821246073,7.38832897231682,1.48685510421175e-13,9.42446046500576e-13,rnp-8,12.0257435030615
WBGene00003210,23377.1578591093,0.180802570529791,0.0244734714283513,7.38769614515494,1.49394657685625e-13,9.46542948842128e-13,mel-28,12.0238596753907
WBGene00018624,75.3600239080578,-1.68129862246812,0.227638113217592,-7.38583973792219,1.51494180669076e-13,9.59441926565121e-13,F48G7.13,12.0179813072605
WBGene00015484,7430.58250316949,0.20879508745938,0.0282742363368622,7.38464109063013,1.5286517826159e-13,9.67718115051216e-13,atgl-1,12.0142511291647
WBGene00001324,5652.07243404867,0.261242223842472,0.0353767279244197,7.38457848336344,1.52937121702794e-13,9.67767101354415e-13,eor-1,12.0142291455495
WBGene00003979,624.64104040976,0.581333504491605,0.0787408754998309,7.3828681837917,1.54915385710108e-13,9.79873944107618e-13,pes-5,12.0088297905317
WBGene00004946,10790.1372563756,0.206409983961959,0.0279660760475755,7.38072740740664,1.57427033907708e-13,9.95342987454231e-13,sop-3,12.0020272389618
WBGene00019762,9658.30928022623,0.195839073686782,0.0265360837913732,7.38010458613521,1.58165237811401e-13,9.99591039635744e-13,M03F8.3,12.000177645557
WBGene00004700,21174.4506222868,0.177150218429909,0.0240053229909313,7.37962236529096,1.58739129115907e-13,1.00279752437723e-12,rsp-3,11.9987867468624
WBGene00020497,164.581488867211,-1.1403364184982,0.154529208662226,-7.37942314187852,1.58976821821612e-13,1.00387835580945e-12,T14A8.2,11.9983189093039
WBGene00008670,7180.55101978821,0.223965976427335,0.0303536943263678,7.37854094527067,1.60033577105319e-13,1.01012818580757e-12,eif-2Bdelta,11.9956235105179
WBGene00009149,598.347263354147,-0.585791790020631,0.0794015142560689,-7.37758965315774,1.61180834131675e-13,1.01694378939587e-12,F26D2.10,11.9927030516297
WBGene00008694,6297.23208227232,-0.239344821908479,0.0324428225274841,-7.37743523103504,1.61367827809667e-13,1.01769760191427e-12,vwa-8,11.9923812488457
WBGene00004762,10131.1218002842,0.213562021642337,0.0289488361346095,7.37722306517929,1.61625092503256e-13,1.01864385402736e-12,sel-5,11.991977630779
WBGene00002216,908.672322924474,-0.471626689204885,0.063930310448546,-7.37720004636098,1.61653028516782e-13,1.01864385402736e-12,klp-3,11.991977630779
WBGene00017387,458.126073632537,-0.68927633260898,0.0934495732700684,-7.37591739040881,1.63217201208473e-13,1.02774788906924e-12,mpst-4,11.9881134065608
WBGene00023421,2737.62089975845,0.302636628936846,0.0410304482394166,7.3759035526722,1.63234156865373e-13,1.02774788906924e-12,rde-11,11.9881134065608
WBGene00015347,4054.25137123649,0.283778763305411,0.0384789936550413,7.37490085758083,1.64467396581898e-13,1.03508019569058e-12,cids-1,11.9850260007417
WBGene00010199,3504.68872868041,0.312646500431562,0.0423988963377442,7.37393015943292,1.6567000164143e-13,1.04213808936619e-12,bet-2,11.9820747306754
WBGene00010524,473.31075636223,-0.650531775330604,0.0882210454873013,-7.37388422158569,1.6572712799116e-13,1.04213808936619e-12,K03B8.6,11.9820747306754
WBGene00004051,6896.76555754408,0.225182854559849,0.0305393729013329,7.37352581820763,1.66173488211595e-13,1.04450916922993e-12,parg-1,11.9810877432103
WBGene00015623,222.043148606539,-1.05343863645761,0.142902557035427,-7.37172698873717,1.68431677005856e-13,1.05826205398469e-12,C09B8.4,11.9754067760557
WBGene00020719,10949.8873799728,0.205029103932749,0.0278198431804164,7.36988711989138,1.70772571827691e-13,1.07252290631616e-12,natc-1,11.969593423637
WBGene00002134,2547.17517330348,-0.326470602821765,0.0443042005852114,-7.36884084374473,1.72117992564799e-13,1.08052249143241e-12,inx-12,11.9663661887036
WBGene00017690,683.918335180386,-0.528664403097238,0.0717737240569437,-7.36570952731681,1.76207126515872e-13,1.10573273021388e-12,ceh-60,11.9563498348943
WBGene00015913,48899.3113978925,-0.156681816883224,0.0212748645474168,-7.3646446271851,1.7761939407595e-13,1.11413113895414e-12,C17F4.7,11.9530636874637
WBGene00020504,2909.69779345555,-0.284933313822371,0.0386921213195786,-7.36411714077283,1.78323057805101e-13,1.11807963822641e-12,svh-2,11.9515272615565
WBGene00010465,6067.52026571647,0.218259245809929,0.0296579995906896,7.35920321067259,1.8501120617364e-13,1.15953177158224e-12,K01D12.6,11.93571734704
WBGene00022307,867.015007778259,-0.490128497100603,0.0666028061992318,-7.35897667186066,1.8532541058963e-13,1.16101825179447e-12,Y77E11A.2,11.9351609528787
WBGene00014218,8671.04997201262,0.201202014771204,0.0273423126686199,7.35863192004672,1.85804580125415e-13,1.16353653353983e-12,ZK1098.1,11.934219975879
WBGene00013024,6817.33373491154,0.251706224116957,0.0342142333513721,7.35676937524783,1.88414453638253e-13,1.17938997495406e-12,cept-2,11.9283425681307
WBGene00004029,1730.27433331558,0.348973572315241,0.0474441000335696,7.35546826830566,1.90258951070122e-13,1.19044133228724e-12,pik-1,11.9242920027721
WBGene00016288,721.364565930665,-0.548271382110034,0.0745617711190694,-7.35325051807697,1.93443889227285e-13,1.20986711299704e-12,C31H1.5,11.9172623282467
WBGene00019280,871.808813471364,-0.469576091368853,0.0638638906794217,-7.35276360981495,1.94150125311105e-13,1.21378052211293e-12,K01A2.5,11.9158598360388
WBGene00012912,481.019711139656,-0.635732512297214,0.0864812924016534,-7.3510986554713,1.96584251659709e-13,1.22848856768938e-12,Y46G5A.22,11.9106288807081
WBGene00015855,573.849215544386,-0.612745974471598,0.0833602017394072,-7.35058171268715,1.97346091878666e-13,1.23273835179741e-12,C16C8.18,11.9091290924464
WBGene00011892,3761.6711336434,0.291715481613773,0.0396969885116067,7.34855445088689,2.00361844314157e-13,1.25105802789863e-12,erh-1,11.9027225459327
WBGene00017372,7598.94830054071,0.218946182843418,0.0297973047679545,7.34785191306577,2.01417465937669e-13,1.25712855655424e-12,F10G7.9,11.9006203081953
WBGene00007985,2136.92601773636,0.363748322678049,0.0495280469276618,7.34428965489638,2.06854721530235e-13,1.29053030530846e-12,swah-1,11.8892317925353
WBGene00009453,2060.72144686068,-0.394887213684655,0.053768334454008,-7.344233696181,2.06941274291449e-13,1.29053613049028e-12,F36A2.3,11.889229832226
WBGene00003133,10859.762021191,0.192227438902312,0.0261749289998316,7.34395263893738,2.07376531035486e-13,1.29271565438291e-12,mat-2,11.8884969919896
WBGene00000885,3238.62757545015,0.278513826711061,0.0379365641605228,7.3415669783002,2.11107461254306e-13,1.3154290051617e-12,cyn-9,11.8809325861937
WBGene00017402,846.214281869185,0.494844506033403,0.0674046324104686,7.34140204222149,2.11367827795771e-13,1.31650713568829e-12,F12E12.1,11.880576782603
WBGene00001008,2795.94476556112,-0.296226976031789,0.0403583989893052,-7.33990900160057,2.13739126201043e-13,1.33072691004887e-12,dlk-1,11.8759110606993
WBGene00018700,18306.4588725089,0.170332771734328,0.0232173467749395,7.33644431404982,2.19343012401315e-13,1.36505252928366e-12,lmd-3,11.8648506359939
WBGene00015047,2138.98385451741,-0.345591918071815,0.0471074338415934,-7.33625013907415,2.19661312365244e-13,1.36646923701251e-12,faah-1,11.8644001410266
WBGene00015357,1073.17201070813,0.429553135225192,0.0585553374146514,7.33584937242138,2.20319701700974e-13,1.36999953124537e-12,C02F12.8,11.8632795814404
WBGene00019362,2626.18475483918,0.307824373074017,0.0419644118129595,7.33536727372774,2.21114274326063e-13,1.37437338429557e-12,cdk-2,11.8618952638486
WBGene00012840,383.922878585258,-0.720296883183866,0.0981992983993958,-7.3350512164993,2.21636712133606e-13,1.37661765453836e-12,grsp-1,11.8611866651038
WBGene00010611,515.728876971526,-0.610342006357042,0.0832091090708717,-7.33503835303891,2.21658000899927e-13,1.37661765453836e-12,K07A1.4,11.8611866651038
WBGene00012319,8745.70302747702,0.217149068889293,0.0296067697993368,7.33443973662257,2.22650923924827e-13,1.38221473489247e-12,ipla-3,11.8594244816113
WBGene00010679,574.828779098928,-0.592001845120793,0.0807212784223774,-7.33390075938985,2.23548660894941e-13,1.38721653588697e-12,K08F4.5,11.8578557429636
WBGene00044329,5555.60697121908,0.262951976289886,0.0358677699159769,7.33114929938135,2.28187278710734e-13,1.41541845761601e-12,cpsf-4,11.8491151453222
WBGene00013224,4599.19929743342,0.240033935313029,0.0327556947703545,7.32800622901981,2.33601865172423e-13,1.44840843839734e-12,Y55D9A.2,11.8391089536571
WBGene00020732,12255.0337214346,-0.220365880632974,0.0300798281422841,-7.32603522834623,2.37061500829099e-13,1.46925493503166e-12,T23E7.2,11.8329028418738
WBGene00000068,667.164028898767,-0.53778534281304,0.0734171596282108,-7.32506331675619,2.38785945947716e-13,1.47933438687625e-12,acy-1,11.8299336475305
WBGene00013241,3108.04345035219,0.289369475508707,0.0395139217249336,7.32322844396667,2.42075183741506e-13,1.49909582766463e-12,ung-1,11.8241706045795
WBGene00009340,2018.65446261966,-0.368257261325578,0.0502879028816389,-7.32297909086275,2.42525601491491e-13,1.50126833317505e-12,best-14,11.8235416760432
WBGene00001998,3829.06062609548,0.267260956367842,0.0365067445303216,7.32086522110623,2.46377198250805e-13,1.5244841991931e-12,hpr-17,11.8168770726032
WBGene00018578,622.876519788211,0.554205427825689,0.0757324322051143,7.31794043435281,2.51805580700063e-13,1.55743353216744e-12,F47G3.3,11.8075904790052
WBGene00007277,4458.69899546664,0.25875085923112,0.035364921258544,7.31659650362171,2.54339135802474e-13,1.57245848808478e-12,asfl-1,11.8034208108326
WBGene00018194,122.445284616963,-1.4106450459476,0.192818279833007,-7.31593004132862,2.55604809925561e-13,1.57963562935956e-12,F39E9.1,11.8014430791266
WBGene00018009,3981.29108711493,0.256105544832844,0.035013217357478,7.31453902730668,2.58266440264108e-13,1.59543035004135e-12,dhhc-3,11.7971221505761
WBGene00006686,436.484982836581,-0.683509991857363,0.0934618390306235,-7.31325211387511,2.60753113679427e-13,1.61013178307661e-12,twk-34,11.7931385771851
WBGene00015517,313.711867629166,-0.766980760004581,0.104896508892419,-7.31178537877931,2.63615936580964e-13,1.62714292059167e-12,C06A8.8,11.7885742990003
WBGene00019432,11867.2416944546,0.19224507330872,0.0263089315187262,7.30721706321991,2.72731797490805e-13,1.68272058271752e-12,knl-2,11.773987993031
WBGene00008317,3632.56939090094,-0.278288612186585,0.0380983548396958,-7.30447845733821,2.78344258864702e-13,1.71664607768726e-12,C54G4.7,11.7653192344554
WBGene00010486,1073.97196784229,-0.444221351448137,0.0608242015616667,-7.30336510866915,2.80658236707875e-13,1.72960659228848e-12,K01H12.4,11.7620526681011
WBGene00016937,1431.6533358163,0.403360727072018,0.0552294963706865,7.30335696644347,2.8067522886868e-13,1.72960659228848e-12,tag-294,11.7620526681011
WBGene00020868,10474.3704308297,0.190153570052828,0.0260393770817972,7.30253912969964,2.82387145505993e-13,1.73944480760598e-12,eif-1,11.7595893468143
WBGene00011201,1262.46315061703,0.401349983576123,0.0549646592785726,7.30196436844983,2.83596382573369e-13,1.74617985070604e-12,nth-1,11.7579110274422
WBGene00022425,10766.7920106183,0.196836662768153,0.0269619304837983,7.30054040034091,2.86614213718865e-13,1.76404085070823e-12,plst-1,11.75349136193
WBGene00003480,543.37734872944,-0.619606316137618,0.0848928511338651,-7.29868661332365,2.90590264888583e-13,1.78778247455739e-12,klf-3,11.7476853243804
WBGene00018841,335.982144100666,-0.783056287430006,0.107322803633588,-7.29627125753674,2.95852151629922e-13,1.81875993078672e-12,F54H5.5,11.7402246223303
WBGene00013509,611.909755226064,0.570438280394931,0.0781822357139786,7.29626462054397,2.95866738558285e-13,1.81875993078672e-12,Y71A12B.12,11.7402246223303
WBGene00020496,4644.15526584449,0.290039749271141,0.0397543747966933,7.2957945070052,2.96901763479533e-13,1.82437842679454e-12,spat-3,11.7388850719165
WBGene00004976,1109.84383467701,-0.446942193113402,0.0612691326511047,-7.29473674221082,2.99243610465262e-13,1.83801912817559e-12,spe-41,11.7356499732449
WBGene00015308,7445.86983176789,0.228534801234142,0.0313446865203399,7.291022071184,3.07612363295872e-13,1.8886522003905e-12,ddi-1,11.7238480110343
WBGene00016210,2502.46861031418,-0.300564485190962,0.0412271334758311,-7.29045315185845,3.08914213346743e-13,1.89587293883366e-12,C29F5.1,11.7221907723843
WBGene00010046,540.221440419134,-0.617665139883512,0.0847255679416785,-7.29018588944351,3.09527652797887e-13,1.89886459528797e-12,F54D1.1,11.7215060029385
WBGene00044191,1556.51337769051,-0.384172835324157,0.0526994723167953,-7.28988011520794,3.10230954818477e-13,1.90240487468629e-12,F43D2.6,11.720697049896
WBGene00013160,8450.31819225473,0.200336172507951,0.0274896763145493,7.28768757462306,3.1532013214043e-13,1.93282649522273e-12,Y53F4B.13,11.7138071297011
WBGene00011268,3990.50155713764,0.2528469634968,0.0347015860373387,7.28632297165719,3.18528859505852e-13,1.95170142249256e-12,pde-12,11.7095866213425
WBGene00045416,137.552984057551,-1.17047989764808,0.160662843475037,-7.2853179511288,3.20912550263402e-13,1.9655078708331e-12,Y37H2A.14,11.7065252127177
WBGene00000794,8963.78384408843,0.228412134574851,0.0313552653649864,7.28465002340286,3.22506411587421e-13,1.97380240633833e-12,crn-1,11.7046963258974
WBGene00003020,9860.40533827815,0.200797060434359,0.0275644426006559,7.28464069973907,3.22528715372608e-13,1.97380240633833e-12,lin-35,11.7046963258974
WBGene00006387,3069.20751208335,0.289225138002367,0.0397093564328954,7.28355138394466,3.25144998223945e-13,1.98861004052259e-12,taf-6.1,11.7014503721563
WBGene00006930,645826.388042572,-0.190240717761628,0.0261193250073089,-7.28352351021299,3.25212217202162e-13,1.98861004052259e-12,vit-6,11.7014503721563
WBGene00000520,6535.05721928391,0.223355363642536,0.0306699325100551,7.28255152075436,3.27564776424486e-13,2.00218324211122e-12,cku-80,11.6984961779077
WBGene00011867,36085.85852879,0.1530959554613,0.0210228521273431,7.28235895557564,3.28032832160523e-13,2.00423140622438e-12,chc-1,11.6980521367747
WBGene00014015,8880.33466921481,0.221709949714855,0.0304453010747743,7.28223869983519,3.28325463131969e-13,2.0052065258461e-12,panl-3,11.6978408906666
WBGene00000274,7106.00587863811,0.212413412864985,0.0291693910672261,7.2820653806396,3.28747670089935e-13,2.00697190411729e-12,btf-1,11.6974587072197
WBGene00010097,12602.5911052612,0.18594172112155,0.0255364453317068,7.28142537875778,3.30311344748219e-13,2.01570157870036e-12,srpa-68,11.6955737640504
WBGene00009305,4970.25432690315,0.24581005304488,0.0337617152709119,7.28073354900491,3.32009863154621e-13,2.0252467289881e-12,F32A7.4,11.6935220605922
WBGene00012925,482.502473045163,-0.620497504657575,0.0852294908770082,-7.28031457506879,3.33042657689274e-13,2.03072491074046e-12,wht-8,11.6923489036946
WBGene00022765,11382.9831850914,0.181477679810875,0.0249278579626464,7.28011528639218,3.33535022309647e-13,2.03290472756705e-12,ZK546.14,11.6918829741713
WBGene00004463,20142.3945075694,0.188654522315212,0.0259198971781262,7.27836692478927,3.37885301264049e-13,2.05858736699798e-12,rpn-7,11.6864306967015
WBGene00013431,3815.34239129557,0.25813103651928,0.0354660584655329,7.27825554029749,3.38164328862753e-13,2.05945492078719e-12,ceh-92,11.6862477098341
WBGene00017747,995.027195713482,-0.4645215797649,0.0638286610720203,-7.27763315042379,3.39727638410438e-13,2.06814002171265e-12,F23F1.6,11.6844200610333
WBGene00003901,23954.1032391863,0.162705131784613,0.0223612984384247,7.2761933853102,3.43371270027562e-13,2.08947725196828e-12,paa-1,11.6799623526364
WBGene00185086,3375.85916158672,0.266241256571978,0.0365990652830415,7.27453705478494,3.47610453975175e-13,2.11441984373197e-12,F59A3.12,11.6748087740237
WBGene00016074,4689.3226337157,0.25384046752565,0.0349114066376859,7.27098939782152,3.56863954164375e-13,2.16983073058476e-12,dnsn-1,11.6635741443267
WBGene00016469,1930.51700832773,-0.334246064708749,0.0459901126933406,-7.26778094538455,3.65440749397236e-13,2.22108403857441e-12,C36B7.6,11.6534350088542
WBGene00019978,3558.05716580791,-0.267000727514485,0.0367404798498313,-7.26720850151636,3.66992137527223e-13,2.22961406245378e-12,hacd-1,11.6517703051367
WBGene00015931,653.720323934962,-0.561743173207328,0.0772993467340386,-7.26711410822266,3.67248574546698e-13,2.23027307177372e-12,C17H12.5,11.6516419592371
WBGene00006613,5250.50351606137,0.236385851088343,0.0325422734278928,7.2639624152912,3.75912499327263e-13,2.28196903035031e-12,trm-1,11.6416902538877
WBGene00018017,10124.5380281961,0.196136797561137,0.0270051239357519,7.26294750684231,3.78744947479618e-13,2.29823775900172e-12,golg-2,11.6386050443679
WBGene00008197,4143.69375740848,0.261254860590092,0.0359804328771798,7.26102605496416,3.84164931167414e-13,2.33018833299253e-12,C49C3.7,11.6326089765388
WBGene00009482,1310.23032518062,-0.396208868280611,0.0545675989443021,-7.26088147446303,3.84575827715667e-13,2.3317423375536e-12,F36G3.1,11.632319441718
WBGene00000886,2904.64306011144,0.276726142103334,0.0381130868272178,7.26065939916771,3.85207804521571e-13,2.33463499700589e-12,cyn-10,11.6317810085356
WBGene00019663,1850.02257314719,-0.360176399643584,0.0496109256942929,-7.26002175131794,3.87028081904152e-13,2.34472438848122e-12,K11H12.7,11.6299081992586
WBGene00009164,11874.3613449247,0.203303074006646,0.0280072879919512,7.25893467675527,3.90150821023662e-13,2.36269318010834e-12,hrdl-1,11.6265926722895
WBGene00007001,5626.25202444425,0.22253551657904,0.030661459043776,7.25782541076475,3.9336281046898e-13,2.38078466162711e-12,tufm-2,11.623279884098
WBGene00012591,161.949337417855,-1.08359750545812,0.149301221086002,-7.25779399241441,3.934541625498e-13,2.38078466162711e-12,nspe-1,11.623279884098
WBGene00013998,5485.60740137011,0.22764180966928,0.0313672717793467,7.25730344897789,3.94883172863601e-13,2.38847273859272e-12,gtf-2E1,11.6218797112767
WBGene00011111,6302.30556968075,0.235477037689769,0.0324572426658715,7.25499205566745,4.01685410803498e-13,2.42864187606944e-12,snfc-5,11.6146365208941
WBGene00010620,9133.96235374206,0.199214076023943,0.0274591106262852,7.25493548335268,4.01853332847662e-13,2.42868295349351e-12,K07A12.1,11.6146291754111
WBGene00003789,17301.8030315284,0.184439237884417,0.0254239400396604,7.2545497510102,4.03000130375483e-13,2.43463766138263e-12,npp-3,11.6135656641706
WBGene00006503,4111.64084708263,0.250784830287313,0.0345728887040048,7.25380029520826,4.05237487703787e-13,2.4471733382048e-12,snx-3,11.6113352676079
WBGene00017284,5422.63894145209,0.233919388630262,0.0322482523378022,7.25370746234382,4.05515470112776e-13,2.44787131798553e-12,sec-6,11.6112114163295
WBGene00000186,4110.91909890124,0.258364839942206,0.0356236777183513,7.25261557733864,4.08799140691835e-13,2.46670514317375e-12,ark-1,11.6078827606626
WBGene00001058,13945.8023281303,0.178615387211288,0.0246312645989437,7.25157193995422,4.1196211321959e-13,2.4847958913801e-12,dpf-5,11.6047092797226
WBGene00007606,3510.85399624933,0.263543099617304,0.0363449365375439,7.2511641159441,4.1320463304757e-13,2.49129337357041e-12,C15C8.4,11.6035751271321
WBGene00001508,609.607402330294,-0.577798652796805,0.0796854715863944,-7.25099119442821,4.13732584362536e-13,2.4934791059962e-12,fut-8,11.6031942665828
WBGene00010002,6186.3161147768,0.269768550329991,0.0372065412785922,7.25056780500071,4.15028044020877e-13,2.50028685352785e-12,F53F8.5,11.6020101626249
WBGene00014120,5299.05964179928,0.230322871850963,0.0317668157028256,7.25042364981127,4.15470029082844e-13,2.50194955987443e-12,ZK858.7,11.6017214500739
WBGene00011275,3124.20782323791,0.297464017795474,0.0410309635025546,7.249744885395,4.17557365143706e-13,2.51351524153797e-12,psf-1,11.5997184769385
WBGene00003043,7432.17432693309,0.282203123683036,0.0389339555032943,7.24825207290222,4.22184357204668e-13,2.54035056194817e-12,lip-1,11.5951063477051
WBGene00008341,620.805768891966,-0.542255090583225,0.0748123988708675,-7.2481981431875,4.22352451949985e-13,2.54035056194817e-12,ttr-44,11.5951063477051
WBGene00018909,4880.65571550944,0.251889309971049,0.0347720780673322,7.24401082625241,4.35606625252487e-13,2.61902619163572e-12,slx-1,11.5818601583804
WBGene00018007,9557.6292301709,0.216605975054774,0.0299026987975921,7.24369317033741,4.36628611037612e-13,2.62412402478865e-12,F33D11.10,11.5810156426163
WBGene00000170,2961.66361007465,-0.280375258434371,0.0387243595926625,-7.24028134702832,4.47754912776828e-13,2.68992020736753e-12,aqp-2,11.5702606025307
WBGene00013800,324.252475193972,-0.751412723947989,0.103794655062709,-7.2394163600622,4.5061967345811e-13,2.70605192750362e-12,Y116A8C.23,11.5676638738094
WBGene00019257,199.774351136879,-0.996394546950067,0.137641001509926,-7.23908236658836,4.51730640121695e-13,2.71164314558116e-12,dhhc-13,11.5667674645477
WBGene00014207,3819.94824809463,-0.253692340412768,0.0350519925658959,-7.23760111314184,4.56690252275449e-13,2.74032331709707e-12,ZK1058.9,11.5621981939141
WBGene00004701,9523.49290587335,0.197015336799091,0.0272251408124162,7.23652223349532,4.60336229981454e-13,2.76110147015935e-12,rsp-4,11.5589176327955
WBGene00012347,4479.12805180636,0.242300452242851,0.0334879337813831,7.23545542775626,4.63969503048151e-13,2.7817869210202e-12,W08G11.3,11.5556761391064
WBGene00021084,198.46134752155,-0.982075941622624,0.135768711812906,-7.23344818190483,4.70882169750771e-13,2.8221101171584e-12,W08E12.3,11.5494260443233
WBGene00018953,21990.2186180708,0.203049292759075,0.0280731394270199,7.23286732098243,4.72901369015209e-13,2.83308518885781e-12,F56C9.10,11.5477403663569
WBGene00018156,9960.65191321804,0.201792572219715,0.027901977903134,7.23219597263926,4.75245715267635e-13,2.84599867549824e-12,ncbp-1,11.5457653063684
WBGene00007110,7374.30798320182,0.216385843729133,0.0299201721727829,7.23210556675774,4.75562282843692e-13,2.84676341910364e-12,leo-1,11.5456486234913
WBGene00004702,9657.66955634283,0.203089314380915,0.028085536420957,7.23109971399275,4.7909839992574e-13,2.86679245021067e-12,rsp-5,11.5426037479294
WBGene00011411,2311.08291630632,0.334100800377956,0.0462061382678012,7.23065836927503,4.80658102719189e-13,2.87498396122474e-12,sel-13,11.5413645737817
WBGene00010049,6040.62783747843,-0.280268672805162,0.0387638111207611,-7.23016299744213,4.82414674998972e-13,2.88434605166977e-12,F54D5.3,11.5399526360071
WBGene00009086,733.819160229729,0.548023290732307,0.0758054180256447,7.22934197852339,4.85339871207404e-13,2.9006851224065e-12,F23D12.2,11.537499412536
WBGene00019081,395.269442791509,-0.697551147627514,0.0965057452627233,-7.22807896802961,4.89873867655496e-13,2.92662259499457e-12,F59A3.8,11.5336332787548
WBGene00020533,180.350786261352,-1.05127970866632,0.145445480293234,-7.22799846751393,4.90164256687777e-13,2.9271972428902e-12,T16A1.2,11.5335480125807
WBGene00006541,4780.20072162277,0.230403973885789,0.0318884489428821,7.22531140660005,4.99954853180802e-13,2.98448297108683e-12,tbh-1,11.52513089477
WBGene00003374,1544.44455679062,-0.364615026197688,0.0504714982277341,-7.22417679286033,5.04146363519786e-13,3.00831280179483e-12,mlk-1,11.5216770081633
WBGene00011939,10347.8545947267,0.208698985584187,0.0288897383186762,7.22398324561046,5.04864805857845e-13,3.01069782088573e-12,prmt-9,11.5213328317697
WBGene00022463,8182.36743233388,0.201613679165446,0.0279090190043123,7.22396151345533,5.04945537796002e-13,3.01069782088573e-12,elpc-1,11.5213328317697
WBGene00021766,4080.73262961158,0.247253548728343,0.034230456512415,7.22320336682237,5.07769895251675e-13,3.0263407003276e-12,hex-4,11.5190821814208
WBGene00011680,3217.87594072997,0.291372099897311,0.0403390471618847,7.22307839171325,5.08236957389458e-13,3.02792713783846e-12,T10B10.3,11.5188545796394
WBGene00021979,691.497959964427,-0.530958369842406,0.0735238369753706,-7.22158134946451,5.13864661077879e-13,3.06024576705922e-12,Y58A7A.5,11.5142436941094
WBGene00018010,4134.63437476764,0.261983560304001,0.0362787463393326,7.22140610520393,5.14527428927347e-13,3.06234685756837e-12,F33E11.2,11.5139456203665
WBGene00006816,2342.5622070227,0.311965594882799,0.0432002701964915,7.22138064099736,5.14623803504324e-13,3.06234685756837e-12,unc-84,11.5139456203665
