,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00014060,158.40375979491,0.0709055241822066,0.115725084328334,0.0644770436966351,0.663563957722542
WBGene00014062,153.459546812087,-0.00781893238510185,0.0770360671897467,0.57966810395435,0.830244912852921
WBGene00014066,2098.13054248154,0.00668788663985329,0.0743456228331221,0.383673415296845,0.706198474120852
WBGene00014069,85.879999288344,0.00752748492908332,0.074383339739938,0.748360860299661,0.896412138198387
WBGene00014074,62.0569438919714,-0.0125339303963047,0.0741933519363299,0.628723203474503,0.850108914415391
WBGene00014075,2818.88455596858,0.0379339838595642,0.0806514271875309,0.268410116806956,0.663563957722542
WBGene00014076,716.463972876722,-0.0248965035254111,0.070406746781421,0.485555821455088,0.775509641508241
WBGene00014077,202.599407763337,-0.0427813683384221,0.0916216731593755,0.0658438582963601,0.663563957722542
WBGene00014078,3766.93243582616,0.084880183990606,0.094254103302912,0.0801138514389791,0.663563957722542
WBGene00014079,106.530236811938,0.00615011914789857,0.0728940186255494,0.814606612034676,0.921597252901053
WBGene00014080,266.977352673201,0.0742355581322861,0.10321061199241,0.0876995073480122,0.663563957722542
WBGene00014081,328.363447198323,-0.00397698148116823,0.0632798669922903,0.91372500811181,0.963727083276961
WBGene00014082,760.226549622106,-0.00508493147386921,0.0764021837409704,0.742610282092823,0.893302573647102
WBGene00014083,2179.85106575953,0.0453930866857029,0.0843424499900034,0.193594396612322,0.663563957722542
WBGene00014084,49.8584722147032,-0.012197931786011,0.0766334319524985,0.519847886989361,0.797302183367993
WBGene00014085,458.080571581879,-0.00479749917038483,0.0758632402728476,0.784415336363674,0.910737071847137
WBGene00014086,7196.89633380492,0.0845834372205973,0.0679618010881672,0.0727179044606244,0.663563957722542
WBGene00014087,4623.99507729597,0.0932708912190686,0.123068774008247,0.0544078752555309,0.646384240774245
WBGene00014088,4304.97347201226,-0.0319056518507854,0.0755830347112594,0.357391303924251,0.689864634304656
WBGene00014089,134.230279323434,-1.09101498292426,0.496963600861949,0.000743495773972412,0.0702967174280508
WBGene00014090,892.190966132833,-0.0347131275777028,0.0801409251721581,0.265868136647954,0.663563957722542
WBGene00014091,1312.08359927635,-0.0115448121405694,0.0757491192137799,0.592442926820309,0.837242434489202
WBGene00014092,1501.27997291265,-0.034962850207439,0.0791302715366261,0.28980650291729,0.663563957722542
WBGene00014093,74.1931600972834,-0.00183783796138075,0.0722525795023752,0.938602381061736,0.97363609449403
WBGene00014095,65153.052006455,0.0567400785752639,0.0377931647447679,0.0861827723889855,0.663563957722542
WBGene00014096,7322.55562686534,0.122178178366483,0.0767416278515828,0.0214425826155975,0.443098249878088
WBGene00014097,2426.15400456658,0.0172768625173972,0.078748797566384,0.28462112727358,0.663563957722542
WBGene00014098,6107.84865364307,0.0549062137300162,0.0813109914688092,0.185734018065931,0.663563957722542
WBGene00014099,30.9716409460025,-0.00136474920591566,0.0766946774982097,0.914470899966992,0.963918573618254
WBGene00014100,150.186719354984,-0.00332154096429191,0.0769585577392471,0.780058295766287,0.90865984432183
WBGene00014101,54.4542540823507,-0.00239167889147281,0.0752727283306182,0.899295086195115,0.958557929414837
WBGene00014102,122.384029048071,-0.00705898378149399,0.0771408957294792,0.588909176148976,0.835715556111098
WBGene00014103,180.955595039325,-0.00190825304566429,0.0763870310745063,0.894420288854384,0.956896171990218
WBGene00014104,223.914233275744,-0.00520798429585472,0.0747813755992713,0.807376735642248,0.918790543392018
WBGene00014106,196.25090601009,0.00530680777152789,0.0753145671135025,0.791653123467559,0.913781069545964
WBGene00014107,30.226199622458,-0.0375210920238793,0.086620412053746,0.127380170693576,0.663563957722542
WBGene00014108,1728.9169623983,-0.0161945549238123,0.0750791631405979,0.528902285489642,0.803585597790258
